>AGTRAP_ENST00000314340.10,chr1:11736136-11750769
>RHEBL1_ENST00000301068.11,chr12:49064676-49069979
1,49069734,49069979
2,49069035,49069106
3,49066968,49067035
4,49066619,49066701
5,49066476,49066532
6,49066231,49066278
7,49065350,49065431
8,49064676,49065192
>DHH_ENST00000649637.2,chr12:49086656-49094801
1,49094210,49094801
2,49091128,49091389
3,49086656,49090484
>ATF1_ENST00000262053.8,chr12:50764101-50821162
1,50764101,50764307
2,50780140,50780238
3,50795909,50796009
4,50809456,50809589
5,50814010,50814192
6,50814280,50814439
7,50819635,50821162
>SARNP_ENST00000336133.8,chr12:55757270-55817724
1,55817666,55817724
2,55803629,55803728
3,55800854,55800900
4,55800562,55800629
5,55796025,55796076
6,55794807,55794880
7,55794359,55794387
8,55790567,55790592
9,55789075,55789143
10,55760551,55760640
11,55757270,55757553
>NAB2_ENST00000300131.8,chr12:57089114-57095476
1,57089114,57089354
2,57091125,57091998
3,57092448,57092581
4,57092917,57092968
5,57093063,57093195
6,57093407,57093598
7,57094612,57095476
>STAT6_ENST00000300134.8,chr12:57095408-57111362
1,57111129,57111362
2,57108163,57108299
3,57107605,57107743
4,57107231,57107314
5,57106693,57106831
6,57106528,57106580
7,57106191,57106339
8,57105468,57105599
9,57105151,57105339
10,57104726,57104813
11,57104464,57104586
12,57102829,57102921
13,57102290,57102496
14,57099996,57100090
15,57099767,57099903
16,57099294,57099440
17,57099015,57099078
18,57098792,57098902
19,57098505,57098597
20,57097068,57097133
21,57096850,57096978
22,57095408,57096761
>GLI1_ENST00000228682.7,chr12:57459785-57472268
1,57459785,57460201
2,57463665,57463791
3,57463999,57464091
4,57464673,57464868
5,57465111,57465255
6,57465607,57465696
7,57465788,57465925
8,57466240,57466389
9,57467333,57467497
10,57467994,57468224
11,57469431,57469698
12,57470317,57472268
>DDIT3_ENST00000346473.8,chr12:57516593-57520514
1,57520418,57520514
2,57517706,57517753
3,57517269,57517438
4,57516593,57517180
>LRIG3_ENST00000320743.8,chr12:58872155-58920504
1,58920000,58920504
2,58914265,58914336
3,58913982,58914056
4,58890665,58890796
5,58889996,58890139
6,58888819,58888962
7,58888329,58888472
8,58887789,58887932
9,58886810,58886890
10,58885831,58885902
11,58883520,58883591
12,58882869,58883032
13,58880581,58880901
14,58878824,58879105
15,58877400,58877852
16,58876445,58876603
17,58874430,58874573
18,58874055,58874330
19,58872155,58872816
>WIF1_ENST00000286574.9,chr12:65050626-65121305
1,65121044,65121305
2,65120417,65120556
3,65077746,65077854
4,65068764,65068904
5,65067695,65067790
6,65066641,65066736
7,65062481,65062576
8,65056031,65056126
9,65055118,65055213
10,65050626,65051470
>HMGA2_ENST00000403681.7,chr12:65824483-65966291
1,65824483,65825381
2,65828001,65828087
3,65838519,65838569
4,65951383,65951415
5,65963245,65966291
>NUP107_ENST00000229179.9,chr12:68686978-68745809
1,68686978,68687073
2,68688962,68689053
3,68689533,68689619
4,68690631,68690746
5,68691968,68692112
6,68696819,68696922
7,68700726,68700853
8,68702736,68702784
9,68709238,68709309
10,68710005,68710093
11,68713730,68713808
12,68715627,68715740
13,68719341,68719431
14,68719578,68719654
15,68721118,68721177
16,68721841,68721986
17,68722104,68722152
18,68725727,68725796
19,68726499,68726617
20,68727351,68727389
21,68731110,68731260
22,68731607,68731719
23,68732637,68732739
24,68733452,68733612
25,68734708,68734833
26,68735231,68735344
27,68741813,68741980
28,68742355,68745809
>LGR5_ENST00000266674.10,chr12:71439798-71586310
1,71439798,71440292
2,71504614,71504685
3,71524406,71524477
4,71535115,71535186
5,71553073,71553288
6,71556619,71556690
7,71559586,71559654
8,71561781,71561852
9,71566404,71566475
10,71566632,71566700
11,71566841,71566912
12,71571514,71571579
13,71572850,71572921
14,71577925,71577996
15,71578804,71578929
16,71580278,71580423
17,71582456,71582539
18,71583647,71586310
>ALDH2_ENST00000261733.7,chr12:111766933-111817532
1,111766933,111767096
2,111781918,111782022
3,111783158,111783298
4,111785267,111785346
5,111789823,111789934
6,111790434,111790562
7,111791306,111791419
8,111792061,111792163
9,111792598,111792782
10,111798078,111798242
11,111799906,111800063
12,111803859,111803973
13,111809543,111817532
>CLIP1_ENST00000620786.5,chr12:122271469-122422669
1,122422521,122422669
2,122380368,122380558
3,122377389,122377960
4,122363983,122364107
5,122360959,122361181
6,122355115,122355312
7,122354453,122354556
8,122352726,122352786
9,122351111,122351143
10,122347375,122347479
11,122340753,122341697
12,122336632,122336748
13,122334648,122334705
14,122334027,122334110
15,122332987,122333143
16,122328261,122328426
17,122327947,122328162
18,122319232,122319348
19,122316749,122316855
20,122309762,122309882
21,122288489,122288541
22,122279028,122279145
23,122278792,122278942
24,122278154,122278203
25,122274038,122274162
26,122271469,122273100
>ZCCHC8_ENST00000633063.3,chr12:122471600-122500932
1,122500642,122500932
2,122498827,122498869
3,122492715,122492789
4,122490462,122490567
5,122489386,122489463
6,122483460,122483563
7,122483279,122483344
8,122482635,122482695
9,122481945,122482087
10,122481522,122481664
11,122480190,122480311
12,122478206,122478292
13,122477841,122477958
14,122471600,122474275
>LHFPL6_ENST00000379589.4,chr13:39342892-39603193
1,39602883,39603193
2,39600832,39601390
3,39378428,39378526
4,39342892,39344054
>FOXO1_ENST00000379561.6,chr13:40555667-40666641
1,40665583,40666641
2,40559509,40560860
3,40555667,40559034
>WDFY2_ENST00000298125.7,chr13:51584462-51767709
1,51584462,51584824
2,51660596,51660663
3,51675170,51675243
4,51703596,51703650
5,51719198,51719348
6,51727678,51727790
7,51739049,51739175
8,51751310,51751415
9,51755358,51755459
10,51756332,51756462
11,51758192,51758300
12,51759740,51767709
>CCNB1IP1_ENST00000358932.9,chr14:20311370-20333279
1,20333254,20333279
2,20329174,20329373
3,20326716,20326793
4,20325539,20325653
5,20316227,20316560
6,20313468,20313801
7,20311370,20311752
>GEMIN2_ENST00000308317.12,chr14:39114323-39136973
1,39114323,39114475
2,39114829,39114913
3,39117999,39118088
4,39118540,39118599
5,39122430,39122543
6,39124992,39125036
7,39128280,39128348
8,39131958,39132068
9,39133661,39133719
10,39136440,39136973
>MIA2_ENST00000640607.2,chr14:39233915-39350694
1,39233915,39234229
2,39236922,39237055
3,39240561,39240647
4,39246911,39248141
5,39252748,39252966
6,39253071,39253171
7,39276934,39277065
8,39279337,39279358
9,39279449,39279537
10,39291019,39291096
11,39293271,39293381
12,39294000,39294071
13,39294925,39295029
14,39299864,39299986
15,39302129,39302249
16,39303478,39303524
17,39304291,39304381
18,39308449,39308587
19,39313340,39313441
20,39314739,39314799
21,39315683,39315718
22,39317944,39318011
23,39319209,39319291
24,39320928,39321056
25,39326864,39327022
26,39345904,39346026
27,39347713,39347771
28,39348743,39348977
29,39350098,39350694
>ERO1A_ENST00000395686.8,chr14:52639915-52695558
1,52695368,52695558
2,52683788,52683907
3,52682325,52682408
4,52678434,52678472
5,52671795,52671871
6,52671630,52671703
7,52666375,52666495
8,52663801,52663847
9,52661293,52661304
10,52658124,52658150
11,52657917,52658009
12,52653069,52653315
13,52652239,52652308
14,52646375,52646461
15,52646154,52646287
16,52639915,52643630
>FERMT2_ENST00000341590.8,chr14:52857273-52951050
1,52950921,52951050
2,52950412,52950577
3,52919123,52919356
4,52893293,52893427
5,52881244,52881469
6,52881036,52881138
7,52878582,52878689
8,52875223,52875357
9,52874177,52874226
10,52872799,52872923
11,52864747,52864853
12,52864401,52864622
13,52860341,52860465
14,52859573,52859714
15,52857273,52858550
>KTN1_ENST00000395314.8,chr14:55580207-55684579
1,55580207,55580354
2,55612019,55612571
3,55616517,55616654
4,55617964,55618134
5,55619182,55619312
6,55627912,55628028
7,55629957,55630097
8,55633235,55633341
9,55634526,55634658
10,55636449,55636536
11,55637198,55637364
12,55637779,55637847
13,55639185,55639222
14,55639913,55640003
15,55640374,55640442
16,55640933,55640970
17,55641127,55641208
18,55641692,55641760
19,55646973,55647007
20,55648025,55648115
21,55648802,55648870
22,55649776,55649813
23,55650328,55650418
24,55650569,55650637
25,55651890,55651927
26,55652850,55652940
27,55653017,55653085
28,55653559,55653596
29,55656042,55656132
30,55658546,55658614
31,55659666,55659703
32,55661522,55661612
33,55663955,55664041
34,55667241,55667330
35,55670729,55670809
36,55671566,55671655
37,55671785,55671877
38,55672630,55672701
39,55672929,55673012
40,55673172,55673255
41,55675835,55675918
42,55678352,55678444
43,55679565,55679685
44,55684099,55684579
>GPHN_ENST00000478722.6,chr14:66508147-67181803
1,66508147,66508591
2,66681107,66681185
3,66776464,66776521
4,66824474,66824566
5,66879939,66880033
6,66916003,66916069
7,66922666,66922938
8,66924194,66924292
9,66965191,66965325
10,67023633,67023675
11,67058649,67058786
12,67088983,67089075
13,67100856,67100911
14,67110140,67110259
15,67111861,67111919
16,67113018,67113171
17,67122256,67122377
18,67143362,67143449
19,67159415,67159488
20,67165162,67165226
21,67168933,67169036
22,67179578,67179674
23,67180804,67181803
>RAD51B_ENST00000471583.6,chr14:67819779-68478093
1,67819779,67819853
2,67823542,67823627
3,67825464,67825577
4,67835080,67835196
5,67865003,67865139
6,67885869,67885988
7,67887021,67887204
8,68291884,68291980
9,68411424,68411527
10,68468172,68468250
11,68477648,68478093
>GOLGA5_ENST00000163416.7,chr14:92794305-92839947
1,92794305,92794456
2,92797408,92797981
3,92806736,92806963
4,92809300,92809519
5,92810254,92810377
6,92811551,92811754
7,92816251,92816421
8,92819708,92819836
9,92824546,92824644
10,92833122,92833347
11,92835559,92835664
12,92837386,92837449
13,92839366,92839947
>YY1_ENST00000262238.10,chr14:100239144-100282788
1,100239144,100239923
2,100262304,100262466
3,100274698,100274758
4,100276490,100276648
5,100277418,100282788
>KLC1_ENST00000334553.11,chr14:103629211-103701544
1,103629211,103629494
2,103654564,103654825
3,103657546,103657776
4,103662116,103662194
5,103662702,103662927
6,103669511,103669598
7,103670182,103670283
8,103673014,103673187
9,103673332,103673431
10,103675552,103675601
11,103675689,103675756
12,103677415,103677523
13,103679384,103679545
14,103687081,103687211
15,103692359,103692425
16,103700655,103700727
17,103701201,103701544
>CEP170B_ENST00000414716.8,chr14:104865268-104896747
1,104865268,104865513
2,104868424,104868555
3,104876256,104876345
4,104877885,104877963
5,104878443,104878501
6,104880287,104880425
7,104882728,104882832
8,104883035,104883508
9,104883831,104884549
10,104885369,104885542
11,104886040,104886130
12,104886275,104887978
13,104889620,104889758
14,104892976,104893135
15,104893523,104893666
16,104893761,104893849
17,104894285,104894378
18,104894537,104894588
19,104894711,104896747
>NUTM1_ENST00000537011.6,chr15:34343315-34357735
1,34343315,34343702
2,34345942,34346035
3,34347969,34348677
4,34350704,34350832
5,34353736,34353872
6,34354446,34354732
7,34355021,34355137
8,34355488,34357735
>KNL1_ENST00000399668.7,chr15:40594249-40664342
1,40594249,40594392
2,40602915,40602966
3,40605110,40605149
4,40606393,40606452
5,40608847,40608908
6,40610245,40610297
7,40611478,40611511
8,40615341,40615378
9,40618959,40619011
10,40620640,40625640
11,40628070,40628208
12,40628611,40628678
13,40629273,40629371
14,40640912,40641027
15,40644997,40645087
16,40645656,40645772
17,40646987,40647074
18,40650301,40650378
19,40650544,40650583
20,40651471,40651572
21,40652005,40652105
22,40654909,40654977
23,40657042,40657151
24,40657355,40657473
25,40659339,40659461
26,40662074,40664342
>ZFYVE19_ENST00000355341.8,chr15:40807089-40815084
1,40807089,40807868
2,40809119,40809240
3,40809408,40809458
4,40809852,40809970
5,40810071,40810216
6,40810649,40810757
7,40812699,40812902
8,40813338,40813417
9,40813713,40813811
10,40813943,40814070
11,40814148,40815084
>GATM_ENST00000396659.8,chr15:45361124-45378544
1,45378385,45378544
2,45376601,45376819
3,45369326,45369521
4,45368070,45368260
5,45366371,45366508
6,45366046,45366210
7,45364797,45364860
8,45363900,45364016
9,45361124,45362221
>MYO5A_ENST00000399233.7,chr15:52307283-52528880
1,52528780,52528880
2,52433175,52433285
3,52428398,52428569
4,52425830,52425974
5,52416145,52416301
6,52410333,52410476
7,52408059,52408140
8,52407292,52407399
9,52405287,52405393
10,52397201,52397466
11,52396316,52396397
12,52391930,52392070
13,52389238,52389363
14,52387829,52387912
15,52384161,52384322
16,52383091,52383188
17,52379822,52379908
18,52379625,52379733
19,52376347,52376558
20,52375304,52375460
21,52372124,52372363
22,52370169,52370417
23,52367031,52367124
24,52364554,52364702
25,52359968,52360081
26,52353871,52354014
27,52353605,52353658
28,52351254,52351481
29,52348818,52348826
30,52346361,52346461
31,52343117,52343197
32,52340196,52340394
33,52337810,52337884
34,52336463,52336556
35,52330353,52330499
36,52327852,52328006
37,52323355,52323444
38,52321359,52321509
39,52319060,52319342
40,52317048,52317222
41,52314123,52314203
42,52307283,52313848
>TCF12_ENST00000333725.10,chr15:56918644-57289853
1,56918644,56918906
2,56919892,56919988
3,56921026,56921098
4,57063750,57063823
5,57091789,57091891
6,57166402,57166466
7,57192158,57192293
8,57197773,57197825
9,57231152,57231257
10,57232291,57232430
11,57232712,57232856
12,57234043,57234107
13,57243472,57243550
14,57251350,57251423
15,57252421,57252492
16,57253262,57253468
17,57262094,57262208
18,57263112,57263274
19,57273030,57273262
20,57282445,57282598
21,57286157,57289853
>PML_ENST00000268058.8,chr15:73994716-74047827
1,73994716,73994941
2,73998004,73998476
3,74022828,74023408
4,74024857,74024927
5,74032572,74032715
6,74033156,74033414
7,74034478,74034530
8,74042989,74043139
9,74044221,74047827
>NTRK3_ENST00000394480.6,chr15:87859751-88256747
1,88256644,88256747
2,88256284,88256486
3,88255906,88256168
4,88184225,88184299
5,88183418,88183489
6,88147335,88147403
7,88137404,88137561
8,88136467,88136609
9,88135899,88136040
10,88135101,88135397
11,88128711,88128734
12,88127162,88127226
13,88126271,88126373
14,88032857,88033045
15,87940623,87940753
16,87933012,87933184
17,87929191,87929434
18,87880270,87880428
19,87859751,87877120
>CRTC3_ENST00000268184.11,chr15:90529923-90645345
1,90529923,90530203
2,90540039,90540137
3,90593636,90593755
4,90602324,90602385
5,90604385,90604447
6,90607378,90607478
7,90614453,90614488
8,90617883,90617968
9,90619741,90619790
10,90625776,90625993
11,90629234,90629532
12,90638446,90638646
13,90638735,90638815
14,90641097,90641199
15,90641932,90645345
>CREBBP_ENST00000262367.10,chr16:3725054-3880713
1,3879832,3880713
2,3850297,3851009
3,3810603,3810779
4,3793386,3793626
5,3791981,3792094
6,3782684,3782926
7,3781204,3781306
8,3780732,3780878
9,3778700,3778817
10,3778011,3778182
11,3777613,3777657
12,3774569,3774693
13,3773751,3773930
14,3770570,3770986
15,3769174,3769353
16,3767720,3767909
17,3758854,3758972
18,3757809,3758048
19,3757288,3757376
20,3751726,3751806
21,3749627,3749683
22,3745277,3745354
23,3744894,3744961
24,3740399,3740549
25,3739578,3739724
26,3738559,3738672
27,3736650,3736815
28,3736036,3736203
29,3731776,3731937
30,3731192,3731473
31,3725054,3729874
>GLIS2_ENST00000433375.2,chr16:4316067-4339595
1,4316067,4316254
2,4332215,4332452
3,4333347,4333519
4,4334801,4334977
5,4335060,4335193
6,4335275,4335393
7,4336725,4339595
>FUS_ENST00000254108.12,chr16:31180139-31191605
1,31180139,31180227
2,31182398,31182422
3,31182513,31182664
4,31183858,31184002
5,31184209,31184396
6,31184939,31185179
7,31186802,31186836
8,31188325,31188357
9,31189123,31189226
10,31189665,31189794
11,31190040,31190141
12,31190275,31190398
13,31190742,31190842
14,31190963,31191110
15,31191399,31191605
>HERPUD1_ENST00000439977.7,chr16:56932142-56944864
1,56932142,56932391
2,56935235,56935312
3,56935401,56935475
4,56936687,56936817
5,56939237,56939359
6,56939895,56940245
7,56942132,56942237
8,56943126,56944864
>CDH11_ENST00000268603.9,chr16:64943753-65122063
1,65121880,65122063
2,65053804,65053928
3,65004642,65005041
4,64998562,64998856
5,64992915,64993034
6,64991768,64991935
7,64988157,64988344
8,64982048,64982301
9,64972904,64973040
10,64971931,64972064
11,64971579,64971696
12,64950767,64951018
13,64943753,64948099
>CBFA2T3_ENST00000268679.9,chr16:88874858-88977207
1,88976657,88977207
2,88901504,88901656
3,88898078,88898152
4,88892244,88892485
5,88891882,88891971
6,88885961,88886142
7,88885046,88885269
8,88882676,88882761
9,88881291,88881489
10,88880720,88880788
11,88879270,88879460
12,88874858,88877275
>YWHAE_ENST00000264335.13,chr17:1344275-1400222
1,1400047,1400222
2,1364859,1365058
3,1361902,1362008
4,1361092,1361298
5,1354211,1354347
6,1344275,1345499
>USP6_ENST00000574788.6,chr17:5116032-5174991
1,5116032,5116740
2,5118200,5118290
3,5120627,5120788
4,5121375,5121750
5,5124566,5125272
6,5125821,5125938
7,5127504,5127639
8,5128952,5129133
9,5129936,5130089
10,5130367,5130439
11,5130602,5130684
12,5132396,5132435
13,5132910,5132990
14,5133443,5133550
15,5133887,5133996
16,5135234,5135282
17,5135808,5135928
18,5136640,5136734
19,5137121,5137186
20,5137651,5137750
21,5138121,5138273
22,5139255,5139674
23,5141425,5141499
24,5142003,5142141
25,5142397,5142502
26,5144690,5144863
27,5145405,5145579
28,5146023,5146174
29,5147083,5147194
30,5148556,5148767
31,5155422,5155606
32,5161528,5161614
33,5162884,5163004
34,5167932,5168123
35,5168767,5169055
36,5170479,5170915
37,5171587,5171679
38,5172805,5174991
>TP53_ENST00000269305.9,chr17:7668421-7687490
1,7687377,7687490
2,7676521,7676622
3,7676382,7676403
4,7675994,7676272
5,7675053,7675236
6,7674859,7674971
7,7674181,7674290
8,7673701,7673837
9,7673535,7673608
10,7670609,7670715
11,7668421,7669690
>NTN1_ENST00000173229.7,chr17:9021510-9244000
1,9021510,9021585
2,9022311,9023391
3,9162813,9163001
4,9179807,9179956
5,9182916,9182969
6,9221168,9221242
7,9239640,9244000
>GAS7_ENST00000432992.7,chr17:9910606-10198606
1,10198208,10198606
2,10019777,10019897
3,9981804,9981884
4,9969677,9969762
5,9959202,9959255
6,9946894,9946983
7,9943121,9943236
8,9940126,9940200
9,9934166,9934244
10,9926641,9926769
11,9925476,9925599
12,9919626,9919705
13,9918001,9918099
14,9910606,9917341
>TOP3A_ENST00000321105.10,chr17:18271428-18314994
1,18314599,18314994
2,18308882,18308941
3,18308351,18308424
4,18306891,18306966
5,18305112,18305220
6,18302580,18302723
7,18302264,18302434
8,18301885,18301985
9,18299559,18299633
10,18294703,18294785
11,18292645,18292852
12,18290842,18291027
13,18290557,18290686
14,18285407,18285520
15,18285142,18285307
16,18282698,18282841
17,18280536,18280658
18,18277675,18278357
19,18271428,18274980
>SSH2_ENST00000540801.6,chr17:29625938-29930228
1,29929938,29930228
2,29848849,29848929
3,29793894,29793937
4,29702959,29703062
5,29695459,29695523
6,29684563,29684684
7,29677673,29677741
8,29676820,29676885
9,29671935,29672129
10,29667130,29667223
11,29666867,29666995
12,29655561,29655607
13,29650654,29650800
14,29648144,29648344
15,29635968,29636802
16,29625938,29632931
>NF1_ENST00000358273.9,chr17:31094977-31377675
1,31094977,31095369
2,31155983,31156126
3,31159010,31159093
4,31163186,31163376
5,31169891,31169997
6,31181422,31181489
7,31181710,31181785
8,31182508,31182665
9,31200422,31200595
10,31201037,31201159
11,31201411,31201485
12,31206240,31206371
13,31214451,31214585
14,31219005,31219118
15,31221850,31221929
16,31223444,31223567
17,31225095,31225250
18,31226435,31226684
19,31227218,31227291
20,31227523,31227606
21,31229025,31229465
22,31229835,31229974
23,31230260,31230382
24,31230842,31230925
25,31232073,31232189
26,31232700,31232881
27,31233002,31233213
28,31235611,31235772
29,31235918,31236021
30,31248984,31249119
31,31252938,31253000
32,31258344,31258502
33,31259032,31259129
34,31260369,31260515
35,31261711,31261857
36,31265229,31265339
37,31325820,31326252
38,31327499,31327839
39,31330296,31330498
40,31334838,31335031
41,31336333,31336473
42,31336635,31336914
43,31337368,31337582
44,31337819,31337880
45,31338025,31338139
46,31338704,31338805
47,31340505,31340645
48,31343009,31343135
49,31349120,31349251
50,31350183,31350318
51,31352257,31352414
52,31356460,31356582
53,31356960,31357090
54,31357269,31357369
55,31358480,31358622
56,31358969,31359015
57,31360487,31360703
58,31374013,31377675
>SUZ12_ENST00000322652.10,chr17:31937007-32001038
1,31937007,31937520
2,31940286,31940332
3,31940422,31940486
4,31947617,31947685
5,31966147,31966196
6,31973146,31973231
7,31975482,31975713
8,31976521,31976614
9,31982999,31983104
10,31988320,31988497
11,31993242,31993333
12,31993865,31994008
13,31994564,31994721
14,31995564,31995762
15,31996798,31996877
16,31998658,32001038
>ASIC2_ENST00000225823.7,chr17:33013087-33293295
1,33291408,33293295
2,33111917,33112067
3,33088863,33088990
4,33028242,33028392
5,33025926,33025982
6,33023861,33024014
7,33021219,33021310
8,33017605,33017684
9,33015971,33016039
10,33013087,33014066
>TAF15_ENST00000605844.6,chr17:35809484-35847242
1,35809484,35809576
2,35817716,35817755
3,35820024,35820075
4,35820164,35820248
5,35820332,35820437
6,35822640,35822833
7,35824078,35824198
8,35833907,35833941
9,35834566,35834598
10,35836132,35836241
11,35838424,35838553
12,35842367,35842459
13,35844077,35844158
14,35844280,35844368
15,35844477,35845038
16,35846906,35847242
>TADA2A_ENST00000615182.5,chr17:37406886-37479725
1,37406886,37406949
2,37411269,37411390
3,37423509,37423615
4,37426950,37427009
5,37437738,37437829
6,37440505,37440662
7,37442564,37442652
8,37444696,37444768
9,37458524,37458587
10,37462078,37462121
11,37465431,37465541
12,37467454,37467525
13,37470400,37470532
14,37471094,37471137
15,37474556,37474629
16,37476797,37479725
>MLLT6_ENST00000621332.5,chr17:38705273-38729795
1,38705273,38705741
2,38706950,38707029
3,38707486,38707540
4,38707763,38707872
5,38709173,38709276
6,38709482,38709575
7,38711847,38712014
8,38712691,38712789
9,38715612,38715828
10,38716367,38716981
11,38717432,38717613
12,38717845,38717953
13,38719517,38719583
14,38719750,38719895
15,38720372,38720569
16,38720659,38720747
17,38721878,38722227
18,38722678,38722768
19,38724620,38724976
20,38725557,38729795
>LASP1_ENST00000318008.11,chr17:38870058-38921770
1,38870058,38870258
2,38878086,38878180
3,38890420,38890504
4,38898412,38898519
5,38914325,38914475
6,38915043,38915146
7,38918605,38921770
>RARA_ENST00000254066.10,chr17:40309180-40357643
1,40309180,40309286
2,40330857,40331396
3,40348316,40348464
4,40349784,40349925
5,40351910,40352070
6,40352331,40352507
7,40354302,40354506
8,40355263,40355421
9,40356009,40357643
>ACLY_ENST00000352035.7,chr17:41866918-41918951
1,41918880,41918951
2,41913715,41913896
3,41912420,41912542
4,41910222,41910284
5,41909510,41909700
6,41908989,41909068
7,41907442,41907572
8,41906528,41906646
9,41905522,41905658
10,41904729,41904790
11,41901696,41901813
12,41898631,41898785
13,41897749,41897839
14,41896620,41896649
15,41893033,41893174
16,41892279,41892447
17,41887599,41887703
18,41886112,41886308
19,41884193,41884274
20,41883122,41883232
21,41878797,41878924
22,41878103,41878196
23,41873811,41873965
24,41872032,41872182
25,41871689,41871832
26,41869474,41869587
27,41869043,41869125
28,41868709,41868785
29,41866918,41867904
>ETV4_ENST00000319349.10,chr17:43527846-43546340
1,43546185,43546340
2,43545558,43545668
3,43545274,43545367
4,43544975,43545022
5,43536426,43536479
6,43533859,43533985
7,43533187,43533348
8,43532674,43532939
9,43530107,43530181
10,43529884,43529952
11,43529504,43529676
12,43529135,43529236
13,43527846,43528743
>COL1A1_ENST00000225964.10,chr17:50184101-50201631
1,50201411,50201631
2,50199753,50199947
3,50199556,50199590
4,50199418,50199453
5,50199226,50199327
6,50198433,50198504
7,50198161,50198205
8,50197949,50198002
9,50197732,50197785
10,50197180,50197233
11,50197010,50197063
12,50196617,50196670
13,50196484,50196528
14,50196314,50196367
15,50196155,50196199
16,50195923,50195976
17,50195567,50195665
18,50195434,50195478
19,50195232,50195330
20,50195047,50195100
21,50194721,50194828
22,50194573,50194626
23,50194349,50194447
24,50194130,50194183
25,50193943,50194041
26,50192994,50193047
27,50192797,50192850
28,50192640,50192693
29,50192475,50192528
30,50191980,50192024
31,50191788,50191886
32,50191383,50191490
33,50190817,50190924
34,50190543,50190596
35,50190327,50190380
36,50190001,50190108
37,50189859,50189912
38,50189679,50189732
39,50189377,50189538
40,50189168,50189275
41,50188903,50189010
42,50188742,50188795
43,50188530,50188637
44,50188096,50188149
45,50187876,50187983
46,50187484,50187537
47,50187015,50187122
48,50186640,50186922
49,50186317,50186507
50,50185778,50186020
51,50184101,50185648
>MBTD1_ENST00000586178.6,chr17:51177425-51260049
1,51259835,51260049
2,51259143,51259206
3,51225008,51225209
4,51220330,51220463
5,51218930,51219044
6,51217334,51217416
7,51206888,51207005
8,51203791,51203925
9,51203140,51203228
10,51202701,51202935
11,51202022,51202077
12,51201592,51201696
13,51195214,51195361
14,51193428,51193510
15,51192782,51193016
16,51192203,51192280
17,51177425,51180694
>CLTC_ENST00000269122.8,chr17:59619895-59696956
1,59619895,59620173
2,59644276,59644483
3,59647398,59647666
4,59648240,59648401
5,59651203,59651316
6,59655854,59656027
7,59660391,59660588
8,59661443,59661643
9,59663842,59663994
10,59664787,59664909
11,59666103,59666240
12,59666480,59666644
13,59666797,59666977
14,59668777,59668940
15,59673647,59673772
16,59674701,59674843
17,59676954,59677188
18,59679397,59679519
19,59680912,59681057
20,59681295,59681478
21,59681647,59681839
22,59682271,59682428
23,59682629,59682793
24,59682907,59683014
25,59683095,59683262
26,59683387,59683536
27,59683625,59683756
28,59683875,59683985
29,59685056,59685226
30,59685587,59685808
31,59690636,59690711
32,59693728,59696956
>DDX5_ENST00000225792.10,chr17:64498254-64506289
1,64506076,64506289
2,64504677,64504842
3,64504222,64504318
4,64503983,64504116
5,64503803,64503868
6,64503430,64503571
7,64503188,64503348
8,64502926,64503098
9,64502439,64502549
10,64502162,64502223
11,64502010,64502069
12,64500549,64500773
13,64498254,64500326
>PRKAR1A_ENST00000589228.6,chr17:68512430-68533431
1,68512430,68512548
2,68515394,68515576
3,68522756,68522926
4,68523725,68523816
5,68524016,68524077
6,68524912,68524958
7,68525754,68525912
8,68527840,68527900
9,68528870,68528991
10,68529920,68530001
11,68530277,68533431
>USH1G_ENST00000614341.5,chr17:74916083-74923255
1,74922910,74923255
2,74919454,74920671
3,74916083,74918076
>JPT1_ENST00000409753.8,chr17:75135248-75154512
1,75154342,75154512
2,75148529,75148671
3,75147556,75147653
4,75146666,75146684
5,75135248,75136250
>SEPTIN9_ENST00000427177.6,chr17:77281499-77500593
1,77281499,77281554
2,77307141,77307197
3,77402059,77402703
4,77482144,77482335
5,77487424,77487552
6,77488240,77488321
7,77488727,77488864
8,77490742,77490859
9,77492621,77492716
10,77492980,77493076
11,77497315,77497366
12,77498523,77500593
>CANT1_ENST00000392446.10,chr17:78991716-79009764
1,79009664,79009764
2,78997840,78997963
3,78996992,78997644
4,78995018,78995221
5,78991716,78993920
>ASPSCR1_ENST00000306739.9,chr17:81977629-82017406
1,81977629,81977748
2,81979184,81979239
3,81983554,81983668
4,81985507,81985607
5,81994821,81994878
6,81995992,81996065
7,81996420,81996846
8,82009037,82009191
9,82009486,82009567
10,82010802,82010868
11,82011543,82011605
12,82012231,82012283
13,82016476,82016527
14,82016800,82016869
15,82016941,82017113
16,82017309,82017406
>SS18_ENST00000415083.7,chr18:26016253-26090613
1,26090501,26090613
2,26087501,26087577
3,26078076,26078160
4,26057589,26057742
5,26052624,26052845
6,26039289,26039456
7,26038555,26038659
8,26035831,26035923
9,26035005,26035127
10,26032399,26032532
11,26016253,26018380
>ZSCAN30_ENST00000333206.10,chr18:35251062-35290229
1,35290084,35290229
2,35263945,35264455
3,35263513,35263657
4,35251062,35254381
>RELCH_ENST00000644646.2,chr18:62187255-62310249
1,62187255,62188031
2,62211153,62211242
3,62221037,62221108
4,62221219,62221274
5,62221384,62221497
6,62227289,62227492
7,62227598,62227689
8,62228305,62228598
9,62231194,62231269
10,62232332,62232427
11,62244764,62244876
12,62252664,62252754
13,62255407,62255478
